ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06
EC-S,Ecuador,Morona Santiago,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,11,11,10.0,10.0,10,10,16,19,22.0,25.0,28.0,37.0,40,52.0,58.0,60,60,60.0,80.0,100,131,138.0,153.0,158,158,159,175,193,226,227.0,239.0,239.0,240.0,255.0,274.0,276.0,304.0,329.0,378.0,382.0,390.0,402.0,668.0,668.0,668.0,662.0,665.0,687.0,693.0,803.0,903.0,931.0,1284.0,1284.0,991.0,1049.0,966.0,985.0,1026.0,1002.0,1006.0,1007.0,1009.0,1124.0,1179.0,1215.0,1232.0,1239.0,1249.0,1283.0,1340.0,1361.0,1379.0,1392.0,1400.0,1440.0,1467.0,1473.0,1508.0,1509.0,1541.0,1545.0,1591.0,1649.0,1724.0,1765.0,1769.0,1788.0,1808.0,1855.0,1884.0,1919.0,1940.0,1965.0,1977.0,2012.0,2016.0,2039.0,2051.0,2057.0,2074.0,2075.0,2099.0,2124.0,2164.0,2185.0,2204.0,2236.0,2255.0,2269.0,2284.0,2320.0,2346.0,2415.0,2417.0,2429.0,2472.0,2507.0,2527.0,2534.0,2571.0,2598.0,2610.0,2627.0,2646.0,2672.0,2693.0,2709.0,2716.0,2722.0,2740.0,2743.0,2757.0,2760.0,2778.0,2799.0,2806.0,2824.0,2838.0,2844.0,2858.0,2864.0,2869.0,2877.0,2899.0,2906.0,2917.0
EC-N,Ecuador,Napo,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,1,3,3,3.0,3.0,6.0,6.0,7,8.0,8.0,8,9,10.0,10.0,10,10,10.0,10.0,10,11,12,17,18,19,19.0,19.0,20.0,21.0,21.0,21.0,23.0,26.0,28.0,30.0,30.0,31.0,31.0,48.0,48.0,48.0,34.0,61.0,61.0,61.0,72.0,72.0,79.0,79.0,79.0,37.0,71.0,40.0,44.0,44.0,44.0,49.0,49.0,49.0,60.0,63.0,64.0,70.0,70.0,79.0,84.0,84.0,90.0,92.0,95.0,100.0,101.0,103.0,105.0,105.0,105.0,129.0,131.0,138.0,138.0,172.0,179.0,182.0,184.0,198.0,202.0,226.0,259.0,266.0,292.0,312.0,321.0,333.0,350.0,387.0,421.0,447.0,447.0,541.0,559.0,567.0,657.0,695.0,758.0,759.0,780.0,796.0,849.0,909.0,992.0,1000.0,1009.0,1090.0,1117.0,1153.0,1194.0,1244.0,1286.0,1371.0,1409.0,1430.0,1458.0,1467.0,1486.0,1590.0,1619.0,1658.0,1696.0,1745.0,1833.0,1855.0,1888.0,1888.0,1923.0,1956.0,1976.0,2011.0,2055.0,2056.0,2058.0,2077.0,2093.0,2124.0
EC-D,Ecuador,Orellana,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,4.0,4.0,7.0,7.0,7,8.0,9.0,15,15,15.0,18.0,19,24,26.0,31.0,34,36,43,44,46,51,55.0,60.0,65.0,66.0,67.0,68.0,76.0,79.0,81.0,94.0,94.0,97.0,123.0,197.0,197.0,197.0,138.0,179.0,180.0,202.0,244.0,285.0,324.0,313.0,313.0,331.0,332.0,353.0,379.0,389.0,385.0,488.0,488.0,488.0,553.0,558.0,576.0,588.0,626.0,656.0,699.0,745.0,781.0,800.0,889.0,908.0,928.0,944.0,944.0,944.0,1043.0,1095.0,1111.0,1138.0,1150.0,1158.0,1179.0,1195.0,1215.0,1228.0,1250.0,1283.0,1314.0,1364.0,1386.0,1398.0,1448.0,1495.0,1537.0,1558.0,1664.0,1707.0,1708.0,1733.0,1770.0,1810.0,1855.0,1912.0,1936.0,1973.0,1997.0,2039.0,2151.0,2197.0,2269.0,2294.0,2344.0,2407.0,2425.0,2467.0,2473.0,2533.0,2554.0,2571.0,2638.0,2685.0,2769.0,2808.0,2849.0,2874.0,2878.0,2967.0,2983.0,2996.0,3069.0,3120.0,3162.0,3250.0,3322.0,3454.0,3548.0,3674.0,3679.0,3715.0,3768.0,3774.0,3795.0,3799.0
EC-Y,Ecuador,Pastaza,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,1,1.0,2.0,4.0,6.0,6,7.0,10.0,10,10,10.0,17.0,30,44,48.0,48.0,52,52,52,55,63,74,74.0,77.0,78.0,78.0,92.0,95.0,95.0,135.0,145.0,163.0,165.0,177.0,182.0,321.0,321.0,321.0,343.0,347.0,360.0,362.0,412.0,470.0,583.0,596.0,596.0,579.0,608.0,481.0,495.0,534.0,514.0,521.0,524.0,524.0,627.0,644.0,648.0,652.0,706.0,715.0,719.0,720.0,726.0,733.0,740.0,748.0,758.0,769.0,769.0,771.0,771.0,787.0,795.0,799.0,814.0,821.0,824.0,824.0,824.0,834.0,836.0,844.0,854.0,855.0,857.0,858.0,870.0,874.0,887.0,891.0,893.0,893.0,895.0,901.0,904.0,911.0,917.0,922.0,922.0,922.0,924.0,932.0,943.0,944.0,946.0,952.0,962.0,969.0,970.0,972.0,974.0,986.0,988.0,988.0,998.0,999.0,1006.0,1092.0,1100.0,1100.0,1100.0,1103.0,1109.0,1113.0,1113.0,1131.0,1131.0,1131.0,1132.0,1137.0,1139.0,1148.0,1151.0,1151.0,1156.0,1158.0,1159.0,1161.0
EC-P,Ecuador,Pichincha,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,2.0,3,3.0,4.0,4,4,4.0,9.0,10,12,13.0,22.0,22,22,22,23,25,29,36.0,42.0,43.0,43.0,47.0,53.0,65.0,66.0,72.0,74.0,81.0,82.0,96.0,152.0,152.0,152.0,135.0,145.0,157.0,170.0,189.0,200.0,203.0,206.0,206.0,228.0,234.0,248.0,258.0,273.0,260.0,312.0,312.0,312.0,323.0,337.0,345.0,355.0,376.0,393.0,395.0,416.0,426.0,439.0,450.0,450.0,451.0,452.0,454.0,477.0,477.0,513.0,527.0,533.0,548.0,551.0,595.0,609.0,627.0,630.0,634.0,669.0,677.0,681.0,693.0,695.0,718.0,759.0,777.0,799.0,804.0,808.0,861.0,863.0,866.0,905.0,942.0,971.0,985.0,998.0,1022.0,1022.0,1072.0,1180.0,1203.0,1243.0,1259.0,1301.0,1360.0,1373.0,1411.0,1453.0,1479.0,1480.0,1497.0,1532.0,1551.0,1615.0,1661.0,1700.0,1722.0,1736.0,1767.0,1833.0,1863.0,1876.0,1904.0,1904.0,1944.0,1967.0,2013.0,2083.0,2147.0,2157.0,2167.0,2203.0,2235.0,2254.0
EC-SE,Ecuador,Santa Elena,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1.0,1.0,1,1,2,3,3.0,6.0,6.0,6.0,6,18.0,18.0,18,25,25.0,27.0,27,27,27.0,27.0,30,30,33,33,33,34,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,55.0,55.0,55.0,36.0,39.0,39.0,42.0,44.0,45.0,45.0,42.0,42.0,42.0,42.0,52.0,62.0,65.0,63.0,67.0,67.0,67.0,74.0,75.0,76.0,84.0,85.0,85.0,86.0,87.0,93.0,97.0,98.0,99.0,106.0,108.0,108.0,110.0,110.0,126.0,133.0,135.0,135.0,137.0,165.0,165.0,165.0,175.0,176.0,181.0,226.0,230.0,242.0,273.0,275.0,275.0,283.0,285.0,296.0,296.0,298.0,343.0,347.0,350.0,369.0,376.0,390.0,399.0,413.0,422.0,430.0,516.0,521.0,521.0,521.0,527.0,609.0,621.0,622.0,642.0,644.0,644.0,700.0,709.0,768.0,798.0,820.0,822.0,823.0,825.0,985.0,988.0,990.0,1091.0,1096.0,1097.0,1105.0,1112.0,1113.0,1144.0,1186.0,1220.0,1220.0,1357.0,1361.0,1412.0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4.0,4,4.0,4.0,4,4,4.0,5.0,7,10,10.0,11.0,11,11,11,11,11,11,11.0,11.0,11.0,12.0,11.0,11.0,42.0,53.0,54.0,54.0,54.0,54.0,54.0,86.0,86.0,86.0,59.0,60.0,66.0,68.0,70.0,70.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,73.0,73.0,74.0,74.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,86.0,86.0,88.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,104.0
EC-U,Ecuador,Sucumbios,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,1.0,2,2.0,4.0,5,5,5.0,8.0,10,12,13.0,16.0,17,23,28,28,30,33,36.0,42.0,42.0,43.0,45.0,46.0,50.0,51.0,54.0,57.0,57.0,59.0,68.0,109.0,109.0,109.0,80.0,87.0,90.0,100.0,120.0,122.0,135.0,138.0,138.0,145.0,148.0,156.0,160.0,168.0,171.0,207.0,207.0,207.0,221.0,228.0,230.0,237.0,251.0,277.0,283.0,299.0,315.0,329.0,348.0,351.0,367.0,379.0,380.0,386.0,395.0,460.0,483.0,503.0,512.0,529.0,558.0,586.0,589.0,604.0,644.0,684.0,704.0,738.0,750.0,767.0,775.0,823.0,832.0,850.0,861.0,868.0,892.0,922.0,934.0,965.0,987.0,1007.0,1036.0,1063.0,1092.0,1097.0,1148.0,1180.0,1203.0,1236.0,1236.0,1285.0,1329.0,1371.0,1430.0,1444.0,1472.0,1472.0,1529.0,1558.0,1586.0,1596.0,1623.0,1632.0,1644.0,1749.0,1775.0,1785.0,1868.0,1896.0,1931.0,1933.0,1963.0,1977.0,1992.0,2010.0,2121.0,2132.0,2134.0,2181.0,2197.0,2273.0
EC-T,Ecuador,Tungurahua,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,2.0,2.0,5,5,5.0,5.0,5,7,9.0,9.0,11,12,12,12,12,13,13.0,13.0,13.0,14.0,16.0,17.0,18.0,18.0,20.0,20.0,20.0,20.0,25.0,39.0,39.0,39.0,32.0,43.0,44.0,46.0,50.0,52.0,64.0,67.0,67.0,76.0,80.0,82.0,87.0,97.0,87.0,114.0,114.0,114.0,116.0,127.0,129.0,131.0,136.0,167.0,175.0,184.0,188.0,195.0,214.0,220.0,225.0,227.0,228.0,228.0,228.0,279.0,282.0,304.0,306.0,308.0,317.0,320.0,324.0,326.0,357.0,363.0,380.0,391.0,392.0,439.0,441.0,462.0,484.0,539.0,539.0,540.0,540.0,553.0,574.0,614.0,616.0,630.0,641.0,649.0,686.0,705.0,760.0,792.0,805.0,830.0,837.0,899.0,909.0,921.0,941.0,962.0,962.0,962.0,1012.0,1035.0,1054.0,1061.0,1119.0,1119.0,1121.0,1168.0,1212.0,1274.0,1295.0,1296.0,1326.0,1326.0,1342.0,1348.0,1349.0,1376.0,1377.0,1377.0,1377.0,1380.0,1441.0,1494.0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,1,1,2.0,2.0,2,2,2.0,2.0,2,3,2,2,3,4,4.0,4.0,4.0,4.0,5.0,5.0,8.0,17.0,20.0,20.0,20.0,21.0,24.0,42.0,42.0,42.0,36.0,43.0,43.0,44.0,55.0,60.0,76.0,76.0,76.0,61.0,78.0,66.0,67.0,68.0,67.0,70.0,70.0,72.0,85.0,93.0,101.0,106.0,111.0,131.0,137.0,148.0,149.0,149.0,163.0,171.0,172.0,178.0,181.0,186.0,186.0,230.0,247.0,253.0,254.0,275.0,277.0,277.0,277.0,279.0,309.0,316.0,343.0,357.0,358.0,365.0,383.0,385.0,402.0,409.0,419.0,422.0,422.0,428.0,456.0,466.0,466.0,496.0,523.0,523.0,536.0,544.0,584.0,597.0,605.0,615.0,637.0,642.0,643.0,675.0,693.0,716.0,720.0,747.0,771.0,775.0,780.0,782.0,783.0,792.0,812.0,816.0,836.0,859.0,873.0,882.0,895.0,896.0,905.0,912.0,940.0,945.0,978.0,990.0,990.0,1005.0,1005.0,1014.0
SV-AH,El Salvador,Ahuachapan,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-CA,El Salvador,Cabanas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-CH,El Salvador,Chalatenango,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-CU,El Salvador,Cuscatlan,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-LI,El Salvador,La Libertad,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-PA,El Salvador,La Paz,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-UN,El Salvador,La Unión,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-MO,El Salvador,Morazan,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SM,El Salvador,San Miguel,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SS,El Salvador,San Salvador,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SV,El Salvador,San Vicente,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SA,El Salvador,Santa Ana,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-SO,El Salvador,Sonsonate,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV-US,El Salvador,Usulutan,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-GP,France,Guadeloupe,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,1,1.0,6.0,6,6,6,6,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-GF,France,Guyane,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,5,5,5.0,5.0,5,5,5,5,5,5,5,5.0,5.0,5,5,15,18,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-MQ,France,Martinique,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,2,2.0,2.0,2,2,2,2,2,2,2,15.0,15.0,15,15,15,35,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-BL,France,Saint-Barthélemy,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-MF,France,Saint-Martin,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR-PM,France,Saint-Pierre-et-Miquelon,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-AV,Guatemala,Alta Verapaz,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT-BV,Guatemala,Baja Verapaz,2020-08-07 19:28:25.003311,,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
