ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06
MX-OAX,Mexico,Oaxaca,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,2.0,2.0,2,2,2,2,2.0,3.0,4.0,4.0,7,8.0,11.0,12,14,14.0,14.0,22,22,22.0,22.0,25,27,35,37,40,41,43.0,43.0,44.0,46.0,50.0,53.0,56.0,62.0,63.0,69.0,72.0,80.0,86.0,87.0,102.0,105.0,116.0,119.0,128.0,136.0,145.0,162.0,164.0,170.0,182.0,197.0,207.0,213.0,221.0,244.0,252.0,265.0,285.0,320.0,363.0,411.0,439.0,598.0,682.0,733.0,797.0,889.0,951.0,988.0,1054.0,1092.0,1127.0,1169.0,1233.0,1315.0,1397.0,1490.0,1599.0,1746.0,1856.0,1970.0,2062.0,2181.0,2293.0,2363.0,2420.0,2498.0,2748.0,2888.0,3024.0,3142.0,3263.0,3391.0,3506.0,3710.0,3840.0,3981.0,4070.0,4149.0,4346.0,4462.0,4735.0,4858.0,4990.0,5083.0,5254.0,5311.0,5574.0,5830.0,6024.0,6347.0,6438.0,6527.0,6814.0,7118.0,7327.0,7494.0,7622.0,7659.0,7843.0,7906.0,8028.0,8244.0,8386.0,8575.0,8661.0,8817.0,8952.0,9190.0,9366.0,9504.0,9609.0,9768.0,9900.0,9995.0,10172.0,10350.0,10503.0,10566.0,10745.0,10869.0,11053.0,11148.0
MX-PUE,Mexico,Puebla,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,2,3,6.0,8.0,9,9,11,14,16.0,16.0,16.0,22.0,34,45.0,51.0,52,66,76.0,81.0,97,100,109.0,125.0,147,156,179,183,198,214,243.0,256.0,269.0,276.0,291.0,305.0,314.0,330.0,352.0,360.0,382.0,386.0,415.0,456.0,486.0,514.0,556.0,586.0,625.0,642.0,717.0,765.0,815.0,852.0,893.0,927.0,977.0,1030.0,1076.0,1083.0,1134.0,1186.0,1226.0,1288.0,1353.0,1419.0,1461.0,1511.0,1624.0,1721.0,1828.0,1881.0,2036.0,2103.0,2185.0,2343.0,2475.0,2678.0,2866.0,2940.0,3076.0,3148.0,3280.0,3489.0,3658.0,3858.0,4068.0,4297.0,4436.0,4567.0,4818.0,5065.0,5241.0,5469.0,5662.0,5749.0,5984.0,6374.0,6688.0,7168.0,7455.0,7763.0,7991.0,8563.0,8876.0,9151.0,9440.0,9672.0,10083.0,10389.0,10702.0,10898.0,11348.0,11749.0,12063.0,12233.0,12444.0,12679.0,13055.0,13528.0,13990.0,14275.0,14488.0,14596.0,14967.0,15149.0,15454.0,15775.0,16106.0,16414.0,16673.0,16890.0,17258.0,18115.0,18340.0,18743.0,18912.0,19159.0,19339.0,19556.0,19911.0,20378.0,20706.0,20775.0,20793.0,21376.0,21701.0,22008.0
MX-QUE,Mexico,Queretaro,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,4,4,6.0,7.0,7,7,9,11,14.0,14.0,16.0,16.0,18,21.0,23.0,25,26,27.0,29.0,29,32,35.0,36.0,38,40,45,47,50,55,57.0,61.0,61.0,65.0,69.0,76.0,78.0,79.0,81.0,85.0,88.0,91.0,94.0,104.0,110.0,112.0,123.0,125.0,130.0,136.0,150.0,158.0,165.0,177.0,177.0,189.0,205.0,220.0,230.0,248.0,270.0,291.0,332.0,359.0,379.0,421.0,442.0,480.0,537.0,578.0,632.0,675.0,712.0,732.0,755.0,788.0,835.0,867.0,889.0,937.0,982.0,998.0,1026.0,1084.0,1123.0,1181.0,1232.0,1253.0,1293.0,1330.0,1385.0,1425.0,1456.0,1485.0,1541.0,1573.0,1622.0,1662.0,1702.0,1734.0,1783.0,1805.0,1836.0,1858.0,1898.0,1925.0,1968.0,1965.0,1995.0,2044.0,2074.0,2125.0,2168.0,2200.0,2253.0,2290.0,2337.0,2381.0,2408.0,2461.0,2530.0,2598.0,2621.0,2670.0,2731.0,2798.0,2870.0,2919.0,2998.0,3035.0,3100.0,3153.0,3235.0,3306.0,3379.0,3426.0,3471.0,3526.0,3568.0,3617.0,3729.0,3769.0,3896.0,3930.0,3969.0,4062.0,4132.0,4195.0
MX-ROO,Mexico,Quintana Roo,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1.0,4.0,4,6,6,11,12.0,12.0,21.0,22.0,22,29.0,29.0,33,38,43.0,47.0,51,56,65.0,75.0,86,115,135,143,159,163,216.0,223.0,239.0,245.0,269.0,276.0,280.0,315.0,322.0,360.0,393.0,426.0,461.0,511.0,540.0,593.0,643.0,688.0,701.0,778.0,820.0,878.0,900.0,912.0,944.0,970.0,989.0,1022.0,1062.0,1072.0,1109.0,1135.0,1168.0,1217.0,1247.0,1278.0,1305.0,1336.0,1355.0,1382.0,1440.0,1520.0,1568.0,1597.0,1629.0,1671.0,1717.0,1765.0,1804.0,1839.0,1871.0,1915.0,1945.0,1999.0,2061.0,2105.0,2151.0,2168.0,2186.0,2224.0,2272.0,2317.0,2372.0,2429.0,2491.0,2497.0,2547.0,2643.0,2719.0,2778.0,2838.0,2930.0,2953.0,2992.0,3125.0,3213.0,3284.0,3379.0,3416.0,3518.0,3598.0,3762.0,3926.0,4053.0,4175.0,4224.0,4310.0,4424.0,4546.0,4736.0,4797.0,5014.0,5204.0,5326.0,5395.0,5493.0,5586.0,5733.0,6047.0,6111.0,6235.0,6318.0,6450.0,6506.0,6748.0,6968.0,7060.0,7164.0,7216.0,7350.0,7488.0,7633.0,7780.0,7912.0,7966.0,8036.0,8168.0,8291.0
MX-SLP,Mexico,San Luis Potosi,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,2.0,2.0,2,3,7,7,9.0,12.0,16.0,16.0,17,18.0,19.0,20,24,25.0,25.0,31,33,35.0,35.0,37,37,41,43,47,48,51.0,53.0,55.0,55.0,56.0,56.0,58.0,59.0,63.0,66.0,67.0,68.0,73.0,73.0,76.0,79.0,84.0,85.0,98.0,108.0,120.0,129.0,145.0,155.0,165.0,185.0,203.0,227.0,237.0,265.0,279.0,313.0,343.0,368.0,405.0,430.0,458.0,484.0,498.0,530.0,563.0,602.0,646.0,698.0,699.0,742.0,794.0,823.0,856.0,888.0,937.0,963.0,989.0,1030.0,1093.0,1131.0,1198.0,1237.0,1308.0,1384.0,1432.0,1536.0,1584.0,1667.0,1726.0,1728.0,1859.0,1942.0,2044.0,2084.0,2186.0,2257.0,2418.0,2483.0,2536.0,2538.0,2645.0,2875.0,3012.0,3050.0,3147.0,3249.0,3359.0,3441.0,3577.0,3679.0,3831.0,3918.0,4017.0,4092.0,4210.0,4426.0,4535.0,4695.0,4816.0,5044.0,5242.0,5443.0,5666.0,5842.0,6101.0,6277.0,6515.0,6778.0,7042.0,7334.0,7642.0,7980.0,8349.0,8709.0,9001.0,9363.0,9971.0,10192.0,10599.0,10833.0,11109.0,11468.0
MX-SIN,Mexico,Sinaloa,2020-08-07 19:28:25.003311,0.0,0,0,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2.0,2.0,2,2,3,3,3.0,4.0,4.0,4.0,4,8.0,9.0,14,19,24.0,27.0,32,42,51.0,74.0,90,97,111,125,138,171,214.0,229.0,245.0,261.0,292.0,327.0,374.0,413.0,459.0,486.0,510.0,570.0,616.0,692.0,711.0,750.0,798.0,806.0,824.0,869.0,1012.0,1081.0,1125.0,1168.0,1202.0,1257.0,1319.0,1380.0,1401.0,1479.0,1526.0,1588.0,1629.0,1725.0,1823.0,1871.0,1936.0,2028.0,2088.0,2170.0,2252.0,2338.0,2448.0,2598.0,2808.0,2827.0,2917.0,3030.0,3139.0,3275.0,3437.0,3595.0,3713.0,3917.0,4050.0,4253.0,4421.0,4569.0,4779.0,4883.0,5080.0,5210.0,5333.0,5382.0,5651.0,5870.0,5962.0,6036.0,6170.0,6347.0,6495.0,6701.0,6789.0,7330.0,7490.0,7587.0,7782.0,7819.0,7913.0,8128.0,8313.0,8472.0,8627.0,8762.0,8918.0,8977.0,9179.0,9348.0,9542.0,9645.0,9789.0,9910.0,10119.0,10328.0,10579.0,10764.0,10876.0,11052.0,11318.0,11327.0,11363.0,11696.0,11823.0,11929.0,12030.0,12178.0,12293.0,12346.0,12449.0,12470.0,12526.0,12693.0,12781.0,12817.0,12878.0,13075.0,13224.0,13394.0
MX-SON,Mexico,Sonora,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,1,2,2,2.0,4.0,4.0,4.0,4,7.0,8.0,10,14,17.0,17.0,18,21,22.0,27.0,28,30,35,46,48,55,65.0,69.0,72.0,73.0,78.0,89.0,97.0,108.0,117.0,117.0,114.0,122.0,127.0,138.0,135.0,144.0,159.0,163.0,173.0,186.0,214.0,223.0,239.0,252.0,271.0,304.0,350.0,378.0,440.0,466.0,505.0,530.0,599.0,645.0,709.0,751.0,831.0,852.0,927.0,958.0,1066.0,1122.0,1189.0,1364.0,1372.0,1496.0,1526.0,1562.0,1716.0,1765.0,1990.0,2040.0,2229.0,2358.0,2566.0,2616.0,2755.0,2871.0,2937.0,3195.0,3261.0,3433.0,3593.0,3714.0,3860.0,3956.0,3984.0,4042.0,4376.0,4620.0,4798.0,4937.0,5360.0,6019.0,6130.0,6319.0,6498.0,6764.0,6884.0,7225.0,7399.0,7683.0,8139.0,8660.0,8892.0,9069.0,9315.0,9888.0,10198.0,10562.0,10989.0,11254.0,11335.0,11565.0,12108.0,12454.0,13055.0,13459.0,13999.0,14548.0,14671.0,15012.0,15172.0,15687.0,16111.0,16447.0,16602.0,16698.0,16975.0,17342.0,17546.0,17627.0,17974.0,18035.0,18038.0,18322.0,18531.0,18679.0
MX-TAB,Mexico,Tabasco,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,2,4.0,5.0,6.0,6.0,6,17.0,21.0,27,33,38.0,48.0,52,62,73.0,83.0,97,107,108,112,113,134,143.0,153.0,156.0,195.0,210.0,233.0,250.0,278.0,335.0,397.0,467.0,504.0,592.0,644.0,700.0,721.0,812.0,885.0,935.0,977.0,1060.0,1070.0,1185.0,1235.0,1264.0,1305.0,1391.0,1516.0,1584.0,1638.0,1741.0,1861.0,1960.0,2049.0,2154.0,2238.0,2360.0,2468.0,2543.0,2699.0,2811.0,2917.0,3030.0,3135.0,3225.0,3355.0,3484.0,3674.0,3876.0,4015.0,4149.0,4334.0,4630.0,4829.0,5021.0,5091.0,5317.0,5497.0,5695.0,5778.0,5979.0,6120.0,6311.0,6505.0,6709.0,6939.0,7148.0,7374.0,7641.0,7866.0,8185.0,8444.0,8771.0,9015.0,9280.0,9548.0,9817.0,10059.0,10293.0,10534.0,10742.0,10986.0,11232.0,11513.0,11931.0,12316.0,12662.0,12963.0,13343.0,13716.0,14097.0,14562.0,15066.0,15446.0,15647.0,16030.0,16331.0,16693.0,17112.0,17502.0,17924.0,18201.0,18487.0,18886.0,19180.0,19485.0,19707.0,20133.0,20448.0,20767.0,21081.0,21456.0,21906.0,22329.0,22688.0,23078.0,23454.0,23764.0
MX-TAM,Mexico,Tamaulipas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,2,2,2,3.0,4.0,5.0,5.0,6,6.0,6.0,6,7,8.0,8.0,9,13,16.0,20.0,26,31,32,43,46,48,49.0,53.0,53.0,55.0,60.0,78.0,91.0,117.0,127.0,134.0,145.0,166.0,191.0,205.0,217.0,262.0,288.0,296.0,309.0,316.0,340.0,364.0,381.0,389.0,397.0,416.0,440.0,441.0,710.0,738.0,757.0,789.0,801.0,865.0,891.0,920.0,941.0,994.0,1064.0,1084.0,1114.0,1135.0,1195.0,1224.0,1302.0,1313.0,1373.0,1454.0,1517.0,1567.0,1569.0,1660.0,1748.0,1811.0,1869.0,1974.0,2103.0,2204.0,2331.0,2428.0,2540.0,2615.0,2846.0,3003.0,3112.0,3151.0,3424.0,3558.0,3774.0,3888.0,4006.0,4161.0,4390.0,4566.0,4864.0,5109.0,5249.0,5411.0,5746.0,5853.0,5948.0,6068.0,6583.0,6989.0,7247.0,7296.0,7466.0,7676.0,8037.0,8297.0,8591.0,8796.0,8852.0,9113.0,9524.0,9698.0,10037.0,10514.0,11017.0,11205.0,11300.0,11843.0,12312.0,12421.0,12812.0,13229.0,13347.0,13685.0,14002.0,14333.0,15117.0,16469.0,17113.0,17224.0,17289.0,17362.0,17422.0,17502.0
MX-TLA,Mexico,Tlaxcala,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1.0,4.0,4,4,4.0,4.0,5,5,8.0,9.0,11,14,18,23,29,34,38.0,40.0,49.0,51.0,58.0,62.0,67.0,72.0,76.0,78.0,84.0,99.0,107.0,118.0,133.0,140.0,145.0,168.0,185.0,199.0,224.0,235.0,246.0,257.0,269.0,287.0,313.0,331.0,364.0,368.0,397.0,411.0,452.0,491.0,526.0,546.0,571.0,587.0,636.0,664.0,690.0,702.0,758.0,791.0,836.0,863.0,953.0,955.0,979.0,1004.0,1043.0,1063.0,1103.0,1135.0,1189.0,1232.0,1290.0,1304.0,1375.0,1407.0,1444.0,1501.0,1569.0,1636.0,1644.0,1691.0,1725.0,1776.0,1801.0,1838.0,1901.0,1955.0,1958.0,2010.0,2049.0,2138.0,2171.0,2173.0,2221.0,2282.0,2339.0,2369.0,2414.0,2486.0,2625.0,2748.0,2764.0,2842.0,2883.0,2927.0,2998.0,3071.0,3091.0,3107.0,3132.0,3210.0,3238.0,3347.0,3385.0,3501.0,3541.0,3574.0,3605.0,3673.0,3743.0,3813.0,3841.0,3904.0,3964.0,3964.0,4077.0,4137.0,4210.0,4224.0,4315.0,4359.0,4455.0,4486.0
MX-VER,Mexico,Veracruz,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,4,7.0,7.0,7.0,7.0,7,7.0,17.0,23,24,26.0,27.0,28,29,35.0,37.0,40,41,46,49,54,63,73.0,78.0,82.0,94.0,106.0,112.0,121.0,124.0,146.0,156.0,165.0,195.0,230.0,268.0,299.0,334.0,402.0,438.0,486.0,546.0,586.0,641.0,673.0,772.0,806.0,839.0,926.0,1013.0,1114.0,1158.0,1306.0,1448.0,1520.0,1612.0,1644.0,1747.0,1868.0,1978.0,2154.0,2222.0,2363.0,2529.0,2615.0,2692.0,2868.0,3173.0,3281.0,3370.0,3458.0,3515.0,3604.0,3894.0,4195.0,4250.0,4468.0,4755.0,4884.0,5009.0,5153.0,5389.0,5613.0,5779.0,6005.0,6113.0,6421.0,6621.0,6823.0,7084.0,7240.0,7422.0,7614.0,7958.0,8251.0,8495.0,8673.0,8991.0,9345.0,9512.0,9624.0,9779.0,9974.0,10324.0,10472.0,10683.0,11260.0,11348.0,11751.0,12112.0,12506.0,12792.0,13050.0,13361.0,13530.0,13782.0,14324.0,14805.0,15099.0,15614.0,16034.0,16484.0,16864.0,17090.0,17289.0,17739.0,18124.0,18339.0,18628.0,19189.0,19662.0,19919.0,20249.0,20484.0,21208.0,21289.0,21626.0,21797.0,22131.0,22572.0
MX-YUC,Mexico,Yucatan,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1.0,4.0,5,8,13,13,14.0,19.0,19.0,24.0,29,32.0,36.0,38,41,46.0,49.0,52,53,59.0,62.0,67,72,74,74,88,88,103.0,107.0,114.0,116.0,128.0,131.0,140.0,172.0,176.0,191.0,194.0,199.0,234.0,244.0,299.0,321.0,350.0,375.0,401.0,445.0,485.0,530.0,584.0,604.0,645.0,684.0,721.0,747.0,784.0,823.0,842.0,877.0,918.0,967.0,1018.0,1077.0,1108.0,1146.0,1199.0,1239.0,1318.0,1360.0,1415.0,1483.0,1519.0,1564.0,1599.0,1658.0,1693.0,1768.0,1819.0,1859.0,1915.0,1957.0,2010.0,2057.0,2097.0,2127.0,2147.0,2193.0,2280.0,2334.0,2417.0,2482.0,2521.0,2578.0,2684.0,2769.0,2864.0,2981.0,3073.0,3153.0,3235.0,3409.0,3530.0,3676.0,3813.0,3995.0,4147.0,4233.0,4405.0,4519.0,4612.0,4855.0,4987.0,5103.0,5247.0,5375.0,5558.0,5716.0,5909.0,6091.0,6237.0,6346.0,6617.0,6705.0,6910.0,6972.0,7110.0,7268.0,7345.0,7527.0,7707.0,8008.0,8187.0,8449.0,8674.0,8803.0,8990.0,9141.0,9491.0,9685.0,10155.0,10341.0,10513.0,10681.0,10858.0,11106.0
MX-ZAC,Mexico,Zacatecas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1.0,2.0,3.0,3.0,3,4.0,4.0,4,5,6.0,6.0,6,7,7.0,10.0,10,9,10,11,11,14,14.0,15.0,16.0,17.0,18.0,18.0,23.0,27.0,27.0,31.0,32.0,43.0,47.0,50.0,57.0,64.0,64.0,66.0,67.0,74.0,83.0,91.0,96.0,106.0,109.0,115.0,124.0,131.0,136.0,145.0,151.0,153.0,160.0,164.0,173.0,182.0,192.0,195.0,197.0,203.0,205.0,215.0,222.0,229.0,237.0,246.0,256.0,267.0,273.0,279.0,287.0,296.0,306.0,316.0,335.0,341.0,363.0,373.0,382.0,398.0,418.0,451.0,493.0,508.0,522.0,546.0,556.0,575.0,604.0,634.0,662.0,682.0,690.0,698.0,729.0,751.0,778.0,810.0,826.0,872.0,890.0,924.0,956.0,985.0,1042.0,1088.0,1122.0,1146.0,1190.0,1229.0,1279.0,1324.0,1369.0,1405.0,1461.0,1490.0,1551.0,1674.0,1760.0,1813.0,1840.0,1888.0,1974.0,2072.0,2171.0,2256.0,2323.0,2352.0,2387.0,2435.0,2576.0,2634.0,2737.0,2826.0,2882.0,2936.0,3009.0,3099.0
NI-BO,Nicaragua,Boaco,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-CA,Nicaragua,Carazo,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-CI,Nicaragua,Chinandega,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-CO,Nicaragua,Chontales,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-ES,Nicaragua,Estelí,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-GR,Nicaragua,Granada,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-JI,Nicaragua,Jinotega,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-LE,Nicaragua,León,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-MD,Nicaragua,Madriz,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-MN,Nicaragua,Managua,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,2,,,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-MS,Nicaragua,Masaya,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-MT,Nicaragua,Matagalpa,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI-AN,Nicaragua,NCCAR,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
